volume,day,type,tx_count,avg_volume,min_volume,max_volume
483067.92,29/10/21,Borrow,7,69009.7025950031,101931.383505072,381136.53465995
216446.28,29/10/21,Close Borrow,7,30920.8971289365,1000.97724409762,215445.302658458
106200.44,29/10/21,Close Margin Trade,10,10620.0441388888,2134.63568433445,99947.6991161409
24955.85,29/10/21,Increase Margin,13,1919.68108114891,3985.43518595779,20970.418868978
292013.48,29/10/21,Lend,17,17177.2633395546,1855.37895839231,290158.097814036
337748.85,29/10/21,Margin Trade,42,8041.63924769852,7123.72372716594,226727.030361935
3073573.1,29/10/21,Spot Trade,518,5933.53880612972,485.897676904033,1632217.67776566
978138.53,29/10/21,UnLend,26,37620.7126701042,88.46193528,947902.537864406
409086.5,28/10/21,Borrow,11,37189.682113551,2555.42015353418,191124.719380072
294561.86,28/10/21,Close Borrow,3,98187.2882079831,1242.12677847095,293319.737845478
384605.4,28/10/21,Close Margin Trade,31,12406.6257841544,63868.8109938092,201485.128536572
4348.76,28/10/21,Increase Margin,11,395.342133916392,853.473212764855,3495.29026031546
218815.32,28/10/21,Lend,20,10940.7661460571,3582.27793528892,207759.96816063
787838.24,28/10/21,Margin Trade,56,14068.5399457947,48666.7780920121,505314.372579155
5789235.14,28/10/21,Spot Trade,816,7094.65091014386,2562.81646838068,2914203.29108955
279203.71,28/10/21,UnLend,42,6647.70735986033,25928.9367241896,253274.772389944
438451.67,27/10/21,Borrow,6,73075.2788546236,10572.9562066968,427878.716921045
51403.02,27/10/21,Close Borrow,4,12850.755791647,5767.55079923793,45635.47236735
396079.55,27/10/21,Close Margin Trade,39,10155.8859689024,3995.44111338107,169734.431260364
19886.21,27/10/21,Increase Margin,21,946.96239550221,3282.88580133241,16603.324504214
866455.36,27/10/21,Lend,26,33325.2061853688,10747.4370254996,855707.923794089
640291.14,27/10/21,Margin Trade,48,13339.398706263,77823.8885930538,467204.119826213
7844231.12,27/10/21,Spot Trade,951,8248.40286244573,0.585637663582523,3823052.91800603
939291.99,27/10/21,UnLend,30,31309.733038214,5874.45407861699,828786.099283734
308515.03,26/10/21,Borrow,11,28046.8212415429,19872.8249511016,204006.901573676
13276.06,26/10/21,Close Borrow,3,4425.35240477532,6037.61624061361,7238.44097371236
370046.17,26/10/21,Close Margin Trade,23,16088.9639128953,23050.5898891793,266414.000442333
2748.57,26/10/21,Increase Margin,4,687.142506532068,398.480312574645,2350.08971355363
129639.46,26/10/21,Lend,13,9972.26620111181,540.05951873,123814.499015367
327758.97,26/10/21,Margin Trade,24,13656.6237928689,19881.1247774485,156208.512959874
3838408.64,26/10/21,Spot Trade,600,6397.34774063886,24.956309965697,1940377.99304132
206188.34,26/10/21,UnLend,26,7930.32061382152,2242.53680122,201247.087232171
102696.66,25/10/21,Borrow,4,25674.1661673189,254.794363805102,93483.3912881769
156794.36,25/10/21,Close Borrow,1,156794.361703356,156794.361703356,156794.361703356
114783.77,25/10/21,Close Margin Trade,24,4782.65725500423,2826.04019949521,91529.5372738697
14482.91,25/10/21,Increase Margin,8,1810.3636240166,2142.5382973587,12340.3706947741
759923.35,25/10/21,Lend,24,31663.4728029031,61736.972161408,698186.375108267
591775.6,25/10/21,Margin Trade,32,18492.9875658503,3406.03083027797,565091.188661278
3694029.83,25/10/21,Spot Trade,679,5440.39738604163,1112.00497311181,1662236.41343286
494247.04,25/10/21,UnLend,34,14536.6775079164,33599.178210847,460647.85705831
139231.77,24/10/21,Borrow,5,27846.3546329551,3977.900091694,135253.873073081
306553.61,24/10/21,Close Borrow,5,61310.7214574681,306553.607287341,306553.607287341
117474.72,24/10/21,Close Margin Trade,25,4698.98896483042,18922.920579653,79407.1221749687
2424.77,24/10/21,Increase Margin,4,606.193044900747,388.246590715406,2036.52558888758
736706.72,24/10/21,Lend,36,20464.0755839068,588.365396,695981.623681981
403953.71,24/10/21,Margin Trade,28,14426.9183788713,4987.29305672395,369839.353347044
4319031.88,24/10/21,Spot Trade,601,7186.40912591642,319.777225166117,2197750.79011133
885215.43,24/10/21,UnLend,33,26824.7099965321,605.218611462073,764472.414072966
29566.15,23/10/21,Borrow,3,9855.38402562034,29566.152076861,29566.152076861
12597.89,23/10/21,Close Borrow,2,6298.94479365203,12597.8895873041,12597.8895873041
322817.93,23/10/21,Close Margin Trade,15,21521.1953962537,10.9447786120068,291490.111421025
15068.73,23/10/21,Increase Margin,5,3013.74528457754,836.625113372053,14232.1013095157
571849.74,23/10/21,Lend,28,20423.2050073327,6956.4890000601,449649.930484143
566188.24,23/10/21,Margin Trade,44,12867.9144428842,3963.01059498748,324307.421244726
4936604.89,23/10/21,Spot Trade,613,8053.1890588566,321.710772086183,2463643.51149756
577423.65,23/10/21,UnLend,46,12552.6880555987,1908.16954719,485559.537210877
172870.87,22/10/21,Borrow,19,9098.466952452,53956.5050587788,118914.367037809
893904.26,22/10/21,Close Borrow,17,52582.603379994,32022.4214529029,402728.900306477
333696.57,22/10/21,Close Margin Trade,38,8781.48873838029,94.3219752482002,218698.927036158
81584.74,22/10/21,Increase Margin,15,5438.9823938894,5690.00850318125,75894.7274051597
453618.07,22/10/21,Lend,45,10080.4015673754,1907.71863304,430690.474113303
746102.04,22/10/21,Margin Trade,68,10972.0887796952,9766.34553565642,514082.254634138
6463807.16,22/10/21,Spot Trade,1188,5440.91511490467,186.299156650723,3119840.94082193
501916.11,22/10/21,UnLend,74,6782.65012729464,30593.8080116027,471322.301408201
606168.4,21/10/21,Borrow,15,40411.2267091005,15642.9400100042,361643.888623194
957449.66,21/10/21,Close Borrow,16,59840.6037910526,18317.6303424912,531180.380023743
460050.15,21/10/21,Close Margin Trade,61,7541.80572800274,52717.0430663171,262991.106016131
44524.13,21/10/21,Increase Margin,13,3424.93276623319,171.133391013731,30420.0009036579
1737699.42,21/10/21,Lend,30,57923.314026448,8494.904491053,1719528.58382459
1402268.95,21/10/21,Margin Trade,82,17100.8408878297,2325.38969635433,1086036.73050999
9250520.19,21/10/21,Spot Trade,996,9287.67087661499,2528.96061829551,4915113.4937513
334922.33,21/10/21,UnLend,44,7611.87116388217,17117.264850778,290500.918561127
1083485.3,20/10/21,Borrow,14,77391.8074635872,25613.622468293,1057871.68202193
2353985.74,20/10/21,Close Borrow,21,112094.559210796,2707.53680017898,2045573.60434661
1333043.23,20/10/21,Close Margin Trade,71,18775.2567243851,4920.2255796306,1089008.67662976
3966.57,20/10/21,Increase Margin,10,396.656959635676,1418.99416711787,2547.57542923889
999635.6,20/10/21,Lend,44,22718.9908871911,25092.27848998,924349.681064374
1446235.9,20/10/21,Margin Trade,113,12798.5477566639,32623.0902080843,899612.14502923
7679295.64,20/10/21,Spot Trade,1134,6771.86564696293,1141.85348607928,4093391.6399171
1081021.74,20/10/21,UnLend,48,22521.2861636362,9804.01169637,1049554.360937
565513,19/10/21,Borrow,18,31417.3890823438,0.018711650652363,506173.918534752
422429.14,19/10/21,Close Borrow,18,23468.2856691672,0.031129267687796,369599.666444505
645156.52,19/10/21,Close Margin Trade,69,9350.09444730519,123868.354116464,299874.375065647
37369.45,19/10/21,Increase Margin,9,4152.16072767045,13710.0490721336,23659.3974769004
684336.6,19/10/21,Lend,50,13686.732061643,1066.93502126744,553612.049461188
2871967.8,19/10/21,Margin Trade,82,35023.9975687332,10.9041695914757,2479717.5009344
12707075.2,19/10/21,Spot Trade,1179,10777.8415628406,577.728447730559,6065884.84971409
299391.45,19/10/21,UnLend,58,5161.92147633486,919.619693397588,257200.342164978
544900.36,18/10/21,Borrow,7,77842.9092446988,433.155584236201,278317.948032594
482289.81,18/10/21,Close Borrow,4,120572.451271555,3494.2636321267,478795.541454095
767305.16,18/10/21,Close Margin Trade,82,9357.3799670752,36654.1621004085,339330.526957466
21954.53,18/10/21,Increase Margin,26,844.404827645382,3862.41206886768,18092.1134499123
1418023.25,18/10/21,Lend,35,40514.9498878058,67.803214719773,1281873.36339253
1216472.61,18/10/21,Margin Trade,87,13982.4438326735,8800.706708911,796825.020177371
9390292.47,18/10/21,Spot Trade,1184,7930.99026340978,1400.88083403808,4198862.72391603
955948.16,18/10/21,UnLend,51,18744.0816322583,6413.06459967,642895.251528234
22811.63,17/10/21,Borrow,7,3258.80373877685,5287.34713462712,17524.2790368108
10516.34,17/10/21,Close Borrow,4,2629.08578469865,529.886950781587,9986.45618801302
678144.31,17/10/21,Close Margin Trade,94,7214.30121243786,5098.44819025287,566169.108174913
2705.82,17/10/21,Increase Margin,15,180.387768446832,2705.81652670249,2705.81652670249
129202.77,17/10/21,Lend,18,7177.93179223787,96.71721762,126540.978332042
480472.68,17/10/21,Margin Trade,46,10445.0583614081,2426.57046718569,325203.148764767
4984510.71,17/10/21,Spot Trade,822,6063.88163634657,146.919029900365,2280541.1526994
580938,17/10/21,UnLend,24,24205.7498153458,51470.85996081,468135.035969134
72470.03,16/10/21,Borrow,6,12078.3375019019,72470.0250114117,72470.0250114117
88013.65,16/10/21,Close Borrow,4,22003.4115377201,12449.0395672023,75564.606583678
137667.22,16/10/21,Close Margin Trade,29,4747.14559499408,4776.70137190465,95550.8575935158
13484.61,16/10/21,Increase Margin,11,1225.87341465373,1016.66203417195,12467.9455270191
245052.86,16/10/21,Lend,27,9076.03182673629,247.9808923,206679.981987625
247763,16/10/21,Margin Trade,27,9176.40729738986,1403.33345428066,194451.881203609
4263331.11,16/10/21,Spot Trade,594,7177.32510737671,1.56115646055064,1772393.75933444
1416282.08,16/10/21,UnLend,18,78682.3378902474,13407.333548283,1402874.74847617
1785400.96,15/10/21,Borrow,21,85019.093123403,128202.109078391,1054523.41453438
1239796.09,15/10/21,Close Borrow,19,65252.4256403157,2385.83644678125,1003362.71215382
1538452.78,15/10/21,Close Margin Trade,104,14792.8151850401,59091.8658705612,978539.362369847
142584.03,15/10/21,Increase Margin,29,4916.69060599071,20359.9072325367,122224.120341194
1140539.83,15/10/21,Lend,30,38017.9943452616,28998.716430883,1111541.11392697
726995.62,15/10/21,Margin Trade,87,8356.27148439606,4806.78332508514,371951.814454068
11342200.95,15/10/21,Spot Trade,1236,9176.53798414683,3145.62541031255,5023043.70682183
1071232.89,15/10/21,UnLend,49,21861.8956649016,2100.22622356214,539514.623044603
524235.04,14/10/21,Borrow,9,58248.3375266863,83111.5948009555,241669.336147807
829105.82,14/10/21,Close Borrow,16,51819.1137663273,20831.7372912506,409026.410040934
622285.25,14/10/21,Close Margin Trade,53,11741.2310506058,18883.8250035592,419771.2810983
81892.8,14/10/21,Increase Margin,8,10236.5997957848,33961.4893893052,47931.3089769735
681048.85,14/10/21,Lend,38,17922.3380908358,12627.8800282885,616177.955818274
735784,14/10/21,Margin Trade,66,11148.2424878574,16606.0463843501,428425.564116718
6749900.07,14/10/21,Spot Trade,910,7417.47259939391,10315.9081881404,3141349.92143392
1266370.6,14/10/21,UnLend,46,27529.7956864364,570.407837225991,1105826.71074934
232128.09,13/10/21,Borrow,8,29016.0111405819,56730.8079350404,175397.281189614
803432.36,13/10/21,Close Borrow,18,44635.1312264839,20284.702918875,783147.659157835
937946.66,13/10/21,Close Margin Trade,81,11579.5884084725,1437.52577470613,584420.486894952
68008.16,13/10/21,Increase Margin,8,8501.02019793974,5639.38927945977,62368.7723040582
321598.95,13/10/21,Lend,31,10374.1595455633,6406.27190219,229842.614580173
1372572.05,13/10/21,Margin Trade,73,18802.3568668449,5764.22018549642,773389.567834357
9549956.89,13/10/21,Spot Trade,1178,8106.92435256297,1387.93232937908,5197311.68360199
2093903.6,13/10/21,UnLend,45,46531.1912067233,199.349797647204,1924199.36993921
278821.82,12/10/21,Borrow,18,15490.1010209286,20214.0395391168,195360.351702495
1106763.39,12/10/21,Close Borrow,16,69172.7118275908,19574.8556869753,751938.338704952
2247767.46,12/10/21,Close Margin Trade,196,11468.2013095721,17397.463999132,1989073.54000908
78579.57,12/10/21,Increase Margin,67,1172.82939097387,21153.6133273052,57425.9558679439
758491.25,12/10/21,Lend,50,15169.8250369019,335842.168478772,422649.083366324
1145877.26,12/10/21,Margin Trade,121,9470.05998273055,88669.9652466389,866723.369970499
16416762.95,12/10/21,Spot Trade,1937,8475.35516377461,802.680934727905,7017304.11216134
907351.11,12/10/21,UnLend,56,16202.6984491744,1.69405838216659,658509.879608945
5104808.87,11/10/21,Borrow,18,283600.492951534,11755.8118671466,4986001.66387842
7664326.94,11/10/21,Close Borrow,19,403385.628508181,28401.2035472282,7635925.73810821
834040.99,11/10/21,Close Margin Trade,75,11120.5465986942,5054.05935940694,421047.967922382
17480.03,11/10/21,Increase Margin,16,1092.50183405703,8403.82103853827,9076.20830637417
3947364.16,11/10/21,Lend,50,78947.283206854,5398.00540616323,3749748.27722099
636267.49,11/10/21,Margin Trade,55,11568.4998214118,960.078402531925,490068.838827684
7714558.39,11/10/21,Spot Trade,1039,7424.98401775136,812.07494912638,3778134.14111691
3656613.61,11/10/21,UnLend,43,85037.5257661984,1146.47046105459,3583553.02528572
648235.21,10/10/21,Borrow,19,34117.6425384498,173705.737549671,474529.470680875
710209.52,10/10/21,Close Borrow,23,30878.6749661902,149842.356128259,560367.168094115
254362.67,10/10/21,Close Margin Trade,29,8771.12654182365,5092.50301836026,151996.412246603
7691.55,10/10/21,Increase Margin,15,512.769823690061,1297.54535883894,6394.00199651198
2649989.27,10/10/21,Lend,44,60227.0288624753,751.7647014,2540638.58600902
573469.11,10/10/21,Margin Trade,56,10240.5197768041,11587.1370362487,435044.642777259
4358599.32,10/10/21,Spot Trade,720,6053.61016605829,118.888901949313,2140639.75355794
87118.24,10/10/21,UnLend,28,3111.36581447702,751.76562964,79502.3170051573
1180231.93,09/10/21,Borrow,27,43712.2936730822,9672.51060044448,946989.792160764
1405947.07,09/10/21,Close Borrow,26,54074.8872425156,125.74252249918,1405821.32578291
228619.05,09/10/21,Close Margin Trade,42,5443.31062147982,978.717948594834,207099.858951268
18557.68,09/10/21,Increase Margin,33,562.354023486097,172.507338244938,18385.1754367963
1089586.19,09/10/21,Lend,51,21364.4350622658,1116.07830945667,918852.085167043
747099.85,09/10/21,Margin Trade,84,8894.04587477693,63285.6881835595,683814.165297703
7123862.88,09/10/21,Spot Trade,1019,6991.03324583573,44.6613042514275,3029016.33103781
272279.16,09/10/21,UnLend,31,8783.19872065486,88504.9401692158,183774.220171085
313140.52,08/10/21,Borrow,13,24087.7323400137,33092.0957469219,280048.424673256
344139.11,08/10/21,Close Borrow,10,34413.911226351,73554.36152835,270584.75073516
1300625.33,08/10/21,Close Margin Trade,99,13137.6296215677,6952.54284479158,725195.590504842
54828.63,08/10/21,Increase Margin,22,2492.21023773476,12290.1611271176,42538.4641030471
1544917.62,08/10/21,Lend,88,17555.8820150684,753.482206196644,1292113.21551324
1410688.53,08/10/21,Margin Trade,100,14106.8853392942,14368.1130884214,811290.470129013
11607979.43,08/10/21,Spot Trade,1579,7351.47525851535,2376.33012953169,5405968.07813376
1783779.26,08/10/21,UnLend,57,31294.3730007784,753.482850234203,1528323.0578743
997887.63,07/10/21,Borrow,20,49894.3812953108,21444.3606809506,976443.265225266
964985.46,07/10/21,Close Borrow,37,26080.687995821,253168.3022157,711817.153629677
2231867.07,07/10/21,Close Margin Trade,153,14587.3664670104,534.230437002169,1813814.65027779
218295.85,07/10/21,Increase Margin,19,11489.2552343243,686.286525821323,217609.56292634
1303175.3,07/10/21,Lend,84,15513.9917260736,18939.7036689,912455.215035018
2037545.72,07/10/21,Margin Trade,156,13061.1905250745,1326.78868292128,1468514.17017035
18305592.36,07/10/21,Spot Trade,2442,7496.14756604213,1398.96722811932,10280482.5637647
348351.11,07/10/21,UnLend,53,6572.662524359,753.043826818716,316314.686813536
549774.42,06/10/21,Borrow,20,27488.721111853,23637.8258186688,526136.596418392
671375.37,06/10/21,Close Borrow,24,27973.9736597397,49294.5148711178,622080.852962634
820226.49,06/10/21,Close Margin Trade,59,13902.1438442618,4030.06690635631,559556.989911965
77559.61,06/10/21,Increase Margin,15,5170.64097421417,21.0085299749726,45143.8299542903
1014310.09,06/10/21,Lend,55,18442.0017125071,50521.08131726,741793.225385362
1448363.14,06/10/21,Margin Trade,75,19311.5085082598,2441.27468601956,913054.521009378
9127706.73,06/10/21,Spot Trade,1154,7909.62454763496,2100.62969770987,4147455.48547811
605422.08,06/10/21,UnLend,40,15135.5520464762,94798.5159666363,409971.520364392
312445.03,05/10/21,Borrow,9,34716.1141767203,59416.3400735069,253028.687516976
94626.67,05/10/21,Close Borrow,8,11828.3332562989,4348.7222395287,76598.3610827329
585163.89,05/10/21,Close Margin Trade,99,5910.74631735028,5072.46412026896,392085.266570226
12059.13,05/10/21,Increase Margin,9,1339.90375053753,2798.07218649693,9261.06156834079
707470.19,05/10/21,Lend,40,17686.7546372221,752.587685192751,401242.966227254
847040.91,05/10/21,Margin Trade,80,10588.0114055356,6522.31212759728,443789.403917959
5288121.06,05/10/21,Spot Trade,902,5862.66192994187,796.291786051955,2528962.13524564
770237.18,05/10/21,UnLend,37,20817.2211672344,23897.7745906845,498587.517180053
147374.93,04/10/21,Borrow,10,14737.493139288,20876.4619644841,83546.2745657158
72378.21,04/10/21,Close Borrow,2,36189.1068902404,250.258945154026,72127.9548353269
317379.07,04/10/21,Close Margin Trade,45,7052.86826621512,9924.30612451558,239779.419265401
9955.59,04/10/21,Increase Margin,11,905.053534043119,480.063868465225,5746.98841725483
494470.66,04/10/21,Lend,60,8241.17768956751,347.77737282,343940.209820856
113548.21,04/10/21,Margin Trade,31,3662.84539143076,2513.6837320996,59895.9372677123
5842552.65,04/10/21,Spot Trade,785,7442.74223354713,455.861846824956,2687349.14976758
210413.57,04/10/21,UnLend,23,9148.41620434586,7210.30526930757,203203.267430647
10266.65,03/10/21,Borrow,3,3422.21665890427,10266.6499767128,10266.6499767128
16306.07,03/10/21,Close Borrow,4,4076.51844361017,16306.0737744407,16306.0737744407
151679.56,03/10/21,Close Margin Trade,32,4739.98614583831,2559.62581769358,80551.0212348077
1119.47,03/10/21,Increase Margin,4,279.866433065665,258.207136366188,861.258595896472
575688.96,03/10/21,Lend,51,11288.0187330408,234.53643218,420251.850566677
376975.33,03/10/21,Margin Trade,33,11423.4949537411,4273.86259755191,212198.237877939
2072220.18,03/10/21,Spot Trade,459,4514.64092546131,454.587452932034,996721.475387141
273233.58,03/10/21,UnLend,38,7190.35735644111,131549.419005955,141684.160538807
3819698.02,02/10/21,Borrow,9,424410.891089928,23864.3018518369,3795833.71795751
6018898.29,02/10/21,Close Borrow,3,2006299.43016455,6018898.29049365,6018898.29049365
317297.03,02/10/21,Close Margin Trade,39,8135.82117187817,1053.80964885099,204628.109582433
32736.3,02/10/21,Increase Margin,4,8184.07495993722,1687.54697980788,31048.752859941
2861752.94,02/10/21,Lend,59,48504.2871707405,10725.0004000279,2731095.05711048
346378.01,02/10/21,Margin Trade,32,10824.3127604221,7441.67068972912,186182.293339616
3791315.04,02/10/21,Spot Trade,649,5841.77971545365,524.272035784182,2068154.54312743
2455225.93,02/10/21,UnLend,22,111601.178538083,775.00024413,2401484.14507947
308021.28,01/10/21,Borrow,14,22001.5198553754,120582.859705461,187438.418269794
491179.06,01/10/21,Close Borrow,14,35084.2186898502,113122.065848199,199357.744000281
817999.19,01/10/21,Close Margin Trade,128,6390.61864511685,9255.13196762241,375281.478063893
84861.76,01/10/21,Increase Margin,33,2571.56849331294,16116.0886878303,68745.6715914966
928022.22,01/10/21,Lend,62,14968.1003330798,1495.84565722977,708280.788839881
578972.94,01/10/21,Margin Trade,68,8514.30787579865,7362.67695581866,328188.277052693
7594638.43,01/10/21,Spot Trade,1245,6100.11119233305,1325.94965717294,3639085.17421044
277520.13,01/10/21,UnLend,31,8952.26228583856,56428.4891332174,221091.641727778
128409.63,30/09/21,Borrow,12,10700.8021276388,31327.6621770366,65642.2370082194
15775.31,30/09/21,Close Borrow,4,3943.82647157342,251.465688429537,15523.8401978641
215358.45,30/09/21,Close Margin Trade,29,7426.15348177074,58130.7045264112,157227.74644494
19689.73,30/09/21,Increase Margin,8,2461.21596821502,19689.7277457202,19689.7277457202
769911.7,30/09/21,Lend,73,10546.7356144679,2.15130839,551061.965286637
330419.08,30/09/21,Margin Trade,38,8695.23883749213,4735.65150082877,213121.273696509
5542303.14,30/09/21,Spot Trade,974,5690.24962990833,731.953633699212,2611284.09217912
201578.29,30/09/21,UnLend,34,5928.77333470104,999.016802716607,157285.397719563
64714.33,29/09/21,Borrow,2,32357.1652522155,14170.4461628042,50543.8843416268
742096.43,29/09/21,Close Borrow,7,106013.776213392,138156.268631805,603940.164861938
1177936.43,29/09/21,Close Margin Trade,94,12531.2386640014,2787.17229240417,1166492.88037986
19638.07,29/09/21,Increase Margin,24,818.252971030174,1092.79654841023,18545.274756314
698428.1,29/09/21,Lend,84,8314.62025913845,95.9191178745247,452244.520592057
1379704.44,29/09/21,Margin Trade,103,13395.1887115959,837.280653610677,1308974.35551548
8925601.96,29/09/21,Spot Trade,1479,6034.88976014861,502.920962143604,4285292.19190385
389662.75,29/09/21,UnLend,30,12988.7582651442,5626.06348786,195548.423841519
4041900.75,28/09/21,Borrow,17,237758.867905612,37812.5708318256,3337481.86966302
3418643.99,28/09/21,Close Borrow,13,262972.614240053,62861.5613595219,2811183.34022148
583868.12,28/09/21,Close Margin Trade,73,7998.1934065904,9283.18855575365,518643.086794354
32952.12,28/09/21,Increase Margin,21,1569.1486361667,585.05721599011,32367.0641435105
2986637.35,28/09/21,Lend,108,27654.0495427789,501569.058984464,2485068.29163566
1115177.89,28/09/21,Margin Trade,103,10826.9698338238,248.655770636943,1008703.06434598
9466942.04,28/09/21,Spot Trade,1438,6583.4089274529,632.943169152463,5413025.55183434
1360728.61,28/09/21,UnLend,43,31644.8514914034,500.0000975,1274734.41117342
44829.37,27/09/21,Borrow,6,7471.56214798478,21288.3190954185,23541.0537924902
254267.67,27/09/21,Close Borrow,5,50853.5349549782,4493.96604808885,249773.708726802
898734.05,27/09/21,Close Margin Trade,99,9078.12176240561,2072.65895373234,862977.737103937
114717.21,27/09/21,Increase Margin,19,6037.74781200832,114717.208428158,114717.208428158
3220554.39,27/09/21,Lend,130,24773.4953327044,595235.15614526,1730388.54771229
1072081.12,27/09/21,Margin Trade,101,10614.6645475853,2151.40111014909,1035199.7884705
7712522.15,27/09/21,Spot Trade,1328,5807.62209860044,1201.4788572747,4021474.93752942
1643420.66,27/09/21,UnLend,49,33539.1970552078,430093.515564256,615739.39870389
97787.41,26/09/21,Borrow,7,13969.6297623772,219.959638726439,91969.2576370884
2946.24,26/09/21,Close Borrow,6,491.03961563302,52.5452501626931,2601.55118967824
471943.38,26/09/21,Close Margin Trade,51,9253.79179733537,2166.89373423849,444130.766038149
53784,26/09/21,Increase Margin,18,2988.00014502526,261.872141573743,53522.1304688809
311704.12,26/09/21,Lend,37,8424.43563931829,458.04121246237,278969.779870951
1064642.75,26/09/21,Margin Trade,70,15209.1820927197,2572.91528929023,1009112.13556017
5505595.01,26/09/21,Spot Trade,809,6805.43264114044,570.686670886226,3110679.71122959
192717.26,26/09/21,UnLend,28,6882.75911395226,0.003393576808399,192717.251797086
1827392.72,25/09/21,Borrow,9,203043.636099719,18617.9334448774,1757221.20476515
137673,25/09/21,Close Borrow,6,22945.5007608733,31710.8050827034,105962.199482537
68381.03,25/09/21,Close Margin Trade,18,3798.94620782944,33403.8980444234,34977.1336965065
601.93,25/09/21,Increase Margin,2,300.965192322547,59.2045203875938,542.7258642575
1267950.01,25/09/21,Lend,18,70441.6671097927,11418.0146461788,1256531.99333009
173608.48,25/09/21,Margin Trade,29,5986.49945523636,1080.15061726451,153706.321474867
1650184.61,25/09/21,Spot Trade,537,3072.96948051083,391.389880034117,822784.26549771
97878.2,25/09/21,UnLend,17,5757.54130289966,33.614212228919,97844.5879370654
98680.09,24/09/21,Borrow,10,9868.00935226307,10956.4214084359,63640.302132008
7010.11,24/09/21,Close Borrow,3,2336.70428230466,71.9881598205657,6938.12468709342
286138.73,24/09/21,Close Margin Trade,49,5839.56586605318,4546.05972378952,166361.507530882
23934.32,24/09/21,Increase Margin,13,1841.10147383455,9532.07598110451,14402.2431787446
747681.95,24/09/21,Lend,32,23365.0608870584,17535.768229613,710283.389452098
704596.41,24/09/21,Margin Trade,86,8192.98150152635,2171.2395718029,412306.224871576
7466226.12,24/09/21,Spot Trade,1232,6060.2484765944,353.907823491378,3780418.8718716
635254.13,24/09/21,UnLend,37,17169.030565594,123.330204079701,617437.839379312
235733.91,23/09/21,Borrow,8,29466.7392115975,6698.82639692696,229035.087295853
57303.77,23/09/21,Close Borrow,3,19101.255470018,245.760989278979,57058.0054207749
325227.82,23/09/21,Close Margin Trade,48,6775.57954442608,23746.3954360423,190815.766157229
13046.35,23/09/21,Increase Margin,14,931.882051267619,5838.76007595499,7207.58864179167
638259.96,23/09/21,Lend,35,18235.998950991,975.55010698,612147.303422686
286640.45,23/09/21,Margin Trade,44,6514.55570234577,65259.4574461739,221380.99345704
2538309.45,23/09/21,Spot Trade,670,3788.52156503442,1839.06035254056,1295914.87669964
41856.56,23/09/21,UnLend,20,2092.82782267795,17737.4423005289,24119.1141530302
178175.82,22/09/21,Borrow,7,25453.6879881519,1068.08215135081,147914.216616774
321079.1,22/09/21,Close Borrow,6,53513.1827445185,1791.87738651446,277145.780547204
377484.89,22/09/21,Close Margin Trade,46,8206.1932822099,12015.5863574644,311268.91282473
10593.78,22/09/21,Increase Margin,13,814.906214791092,302.858937529251,10290.921854755
82465.23,22/09/21,Lend,16,5154.07684938011,29566.9869720827,52898.2426179991
310917.88,22/09/21,Margin Trade,77,4037.89449446985,2255.21897466112,202027.911382394
5552645.5,22/09/21,Spot Trade,976,5689.18595884615,3005.24787125479,2790204.08399236
175418.03,22/09/21,UnLend,21,8353.23938642162,186.14646441,174809.335327703
483445.61,21/09/21,Borrow,21,23021.219324556,71390.135108777,211743.082893251
431207.42,21/09/21,Close Borrow,18,23955.9678498995,174.334722752732,211263.307212861
508557.69,21/09/21,Close Margin Trade,67,7590.41322800792,55012.4459416231,310594.450340291
5504.77,21/09/21,Increase Margin,13,423.443582225656,654.020697157395,4850.74587177614
356938.67,21/09/21,Lend,25,14277.5466166699,408.24036842175,259213.312503104
1024240.31,21/09/21,Margin Trade,144,7112.77994980001,9045.03478712318,577606.329735925
6340605.61,21/09/21,Spot Trade,1347,4707.20534907521,359.726275510673,3422150.06189397
250284.42,21/09/21,UnLend,26,9626.32401890254,379.982304403287,248419.034670503
282286.7,20/09/21,Borrow,10,28228.6696786255,37604.5218506902,193578.984679436
462224.87,20/09/21,Close Borrow,13,35555.7593495194,63509.8893550011,287357.358116143
163435.29,20/09/21,Close Margin Trade,50,3268.70578240242,652.324088832197,123989.566554429
11308.28,20/09/21,Increase Margin,25,452.331049332635,123.175319528712,10463.334671897
495385.57,20/09/21,Lend,22,22517.5260019961,20341.90832809,444446.066735817
344359.11,20/09/21,Margin Trade,81,4251.34700985735,390.368500575319,280355.635320016
5620196.27,20/09/21,Spot Trade,1091,5151.41729758224,3815.28664995711,2833882.34710676
528106.19,20/09/21,UnLend,40,13202.6546485076,424.593526234566,527681.592414068
200100.96,19/09/21,Borrow,7,28585.8508614069,3117.52610480494,164567.175544793
587609.46,19/09/21,Close Borrow,14,41972.1042746245,201473.100495217,386136.359349526
108485.32,19/09/21,Close Margin Trade,9,12053.9240240867,3174.780366553,105310.535850227
863.95,19/09/21,Increase Margin,2,431.977460943622,863.954921887244,863.954921887244
194653.48,19/09/21,Lend,14,13903.8203444428,456.938659280452,194196.546162919
108762.27,19/09/21,Margin Trade,12,9063.52241275334,6021.72819663412,71189.9956357713
3429034.08,19/09/21,Spot Trade,537,6385.53831893083,168.58480255496,1598962.54653255
89407.32,19/09/21,UnLend,20,4470.36612715804,678.283028368242,88729.0395147925
